security,date,vwap,close,volume,fut_val_pt,fut_contract_size,contract_value,price_basis,usd_notional_traded
CO1 Comdty,2026-04-27,108.0275,108.23,235075.0,1000.0,1000.0,78290.0,vwap,25394564562.5
CO1 Comdty,2026-04-28,111.1041,111.26,143349.0,1000.0,1000.0,78290.0,vwap,15926661630.900002
CO1 Comdty,2026-04-29,116.2373,118.03,143023.0,1000.0,1000.0,78290.0,vwap,16624607357.900002
CO1 Comdty,2026-04-30,117.4754,114.01,32570.0,1000.0,1000.0,78290.0,vwap,3826173778.0
CO1 Comdty,2026-05-01,109.3836,108.17,339037.0,1000.0,1000.0,78290.0,vwap,37085087593.2
CO1 Comdty,2026-05-04,111.9382,114.44,403590.0,1000.0,1000.0,78290.0,vwap,45177138138.0
CO1 Comdty,2026-05-05,111.6896,109.87,336359.0,1000.0,1000.0,78290.0,vwap,37567802166.4
CO1 Comdty,2026-05-06,102.299,101.27,593877.0,1000.0,1000.0,78290.0,vwap,60753023223.00001
CO1 Comdty,2026-05-07,99.3899,100.06,520546.0,1000.0,1000.0,78290.0,vwap,51737014885.399994
CO1 Comdty,2026-05-08,100.9067,101.29,304311.0,1000.0,1000.0,78290.0,vwap,30707018783.7
CO1 Comdty,2026-05-11,104.2096,104.21,317680.0,1000.0,1000.0,78290.0,vwap,33105305728.0
CO1 Comdty,2026-05-12,107.2777,107.77,278155.0,1000.0,1000.0,78290.0,vwap,29839828643.5
CO1 Comdty,2026-05-13,106.9234,105.63,274447.0,1000.0,1000.0,78290.0,vwap,29344806359.8
CO1 Comdty,2026-05-14,105.5495,105.72,231167.0,1000.0,1000.0,78290.0,vwap,24399561266.5
CO1 Comdty,2026-05-15,108.543,109.26,276828.0,1000.0,1000.0,78290.0,vwap,30047741604.000004
CO1 Comdty,2026-05-18,109.918,112.1,395355.0,1000.0,1000.0,78290.0,vwap,43456630890.0
CO1 Comdty,2026-05-19,110.5763,111.28,238501.0,1000.0,1000.0,78290.0,vwap,26372558126.3
CO1 Comdty,2026-05-20,106.9935,105.02,441866.0,1000.0,1000.0,78290.0,vwap,47276789871.0
CO1 Comdty,2026-05-21,105.9184,102.58,450334.0,1000.0,1000.0,78290.0,vwap,47698656745.6
CO1 Comdty,2026-05-22,104.0157,103.54,298835.0,1000.0,1000.0,78290.0,vwap,31083531709.5
CO1 Comdty,2026-05-25,98.0494,96.14,129062.0,1000.0,1000.0,78290.0,vwap,12654451662.800001
CO1 Comdty,2026-05-26,99.4441,99.58,191558.0,1000.0,1000.0,78290.0,vwap,19049312907.8
CO1 Comdty,2026-05-27,96.0946,94.29,152750.0,1000.0,1000.0,78290.0,vwap,14678450150.0
CO1 Comdty,2026-05-28,95.3456,93.71,131876.0,1000.0,1000.0,78290.0,vwap,12573796345.600002
CO1 Comdty,2026-05-29,92.3419,92.05,30180.0,1000.0,1000.0,78290.0,vwap,2786878542.0
CO1 Comdty,2026-06-01,95.4282,94.98,373976.0,1000.0,1000.0,78290.0,vwap,35687856523.2
CO1 Comdty,2026-06-02,94.6066,96.0,243041.0,1000.0,1000.0,78290.0,vwap,22993282670.600002
CO1 Comdty,2026-06-03,97.8353,97.81,291471.0,1000.0,1000.0,78290.0,vwap,28516152726.300003
CO1 Comdty,2026-06-04,95.4902,95.03,246112.0,1000.0,1000.0,78290.0,vwap,23501284102.4
CO1 Comdty,2026-06-05,94.0474,93.09,270929.0,1000.0,1000.0,78290.0,vwap,25480168034.6
CO1 Comdty,2026-06-08,95.8599,94.25,341466.0,1000.0,1000.0,78290.0,vwap,32732896613.399998
CO1 Comdty,2026-06-09,91.7498,91.45,357943.0,1000.0,1000.0,78290.0,vwap,32841198661.399998
CO1 Comdty,2026-06-10,92.7906,93.1,356917.0,1000.0,1000.0,78290.0,vwap,33118542580.199997
CO1 Comdty,2026-06-11,91.8275,90.38,407104.0,1000.0,1000.0,78290.0,vwap,37383342560.0
CO1 Comdty,2026-06-12,87.5831,87.33,337094.0,1000.0,1000.0,78290.0,vwap,29523737511.399998
CO1 Comdty,2026-06-15,83.2453,83.17,284059.0,1000.0,1000.0,78290.0,vwap,23646576672.7
CO1 Comdty,2026-06-16,80.4848,78.96,367009.0,1000.0,1000.0,78290.0,vwap,29538645963.200005
CO1 Comdty,2026-06-17,79.6197,79.55,283452.0,1000.0,1000.0,78290.0,vwap,22568363204.399998
